{Instant food products} -> {hamburger meat} (conf: 0.380, supp: 0.003, lift: 11.421, conv: 1.559)
{specialty bar} -> {whole milk} (conf: 0.238, supp: 0.007, lift: 0.931, conv: 0.977)
{specialty bar} -> {yogurt} (conf: 0.164, supp: 0.004, lift: 1.173, conv: 1.029)
{specialty cheese} -> {whole milk} (conf: 0.440, supp: 0.004, lift: 1.724, conv: 1.331)
{specialty cheese} -> {yogurt} (conf: 0.333, supp: 0.003, lift: 2.389, conv: 1.291)
{specialty chocolate} -> {tropical fruit} (conf: 0.110, supp: 0.003, lift: 1.052, conv: 1.006)
{specialty chocolate} -> {whole milk} (conf: 0.264, supp: 0.008, lift: 1.034, conv: 1.012)
{specialty chocolate} -> {yogurt} (conf: 0.157, supp: 0.005, lift: 1.127, conv: 1.021)
{spread cheese} -> {tropical fruit} (conf: 0.182, supp: 0.002, lift: 1.733, conv: 1.094)
{spread cheese} -> {whole milk} (conf: 0.282, supp: 0.003, lift: 1.103, conv: 1.037)
{spread cheese} -> {yogurt} (conf: 0.318, supp: 0.004, lift: 2.281, conv: 1.262)
{sugar} -> {tropical fruit} (conf: 0.141, supp: 0.005, lift: 1.345, conv: 1.042)
{sugar} -> {whipped/sour cream} (conf: 0.144, supp: 0.005, lift: 2.011, conv: 1.085)
{sugar} -> {whole milk} (conf: 0.444, supp: 0.015, lift: 1.739, conv: 1.340)
{sugar} -> {yogurt} (conf: 0.204, supp: 0.007, lift: 1.464, conv: 1.081)
{sweet spreads} -> {whole milk} (conf: 0.393, supp: 0.004, lift: 1.539, conv: 1.227)
{sweet spreads} -> {yogurt} (conf: 0.247, supp: 0.002, lift: 1.772, conv: 1.143)
{turkey} -> {tropical fruit} (conf: 0.325, supp: 0.003, lift: 3.097, conv: 1.326)
{waffles} -> {tropical fruit} (conf: 0.159, supp: 0.006, lift: 1.513, conv: 1.064)
{whipped/sour cream} -> {tropical fruit} (conf: 0.193, supp: 0.014, lift: 1.838, conv: 1.109)
{tropical fruit} -> {whipped/sour cream} (conf: 0.132, supp: 0.014, lift: 1.838, conv: 1.069)
{white bread} -> {tropical fruit} (conf: 0.208, supp: 0.009, lift: 1.980, conv: 1.130)
{whole milk} -> {tropical fruit} (conf: 0.166, supp: 0.042, lift: 1.578, conv: 1.073)
{tropical fruit} -> {whole milk} (conf: 0.403, supp: 0.042, lift: 1.578, conv: 1.247)
{yogurt} -> {tropical fruit} (conf: 0.210, supp: 0.029, lift: 2.000, conv: 1.133)
{tropical fruit} -> {yogurt} (conf: 0.279, supp: 0.029, lift: 2.000, conv: 1.194)
{turkey} -> {whole milk} (conf: 0.450, supp: 0.004, lift: 1.761, conv: 1.354)
{turkey} -> {yogurt} (conf: 0.287, supp: 0.002, lift: 2.061, conv: 1.208)
{vinegar} -> {whole milk} (conf: 0.406, supp: 0.003, lift: 1.590, conv: 1.254)
{vinegar} -> {yogurt} (conf: 0.281, supp: 0.002, lift: 2.016, conv: 1.197)
{waffles} -> {whipped/sour cream} (conf: 0.132, supp: 0.005, lift: 1.845, conv: 1.070)
{waffles} -> {whole milk} (conf: 0.331, supp: 0.013, lift: 1.294, conv: 1.112)
{waffles} -> {yogurt} (conf: 0.196, supp: 0.008, lift: 1.403, conv: 1.070)
{white bread} -> {whipped/sour cream} (conf: 0.130, supp: 0.005, lift: 1.820, conv: 1.068)
{whole milk} -> {whipped/sour cream} (conf: 0.126, supp: 0.032, lift: 1.760, conv: 1.062)
{whipped/sour cream} -> {whole milk} (conf: 0.450, supp: 0.032, lift: 1.760, conv: 1.353)
{yogurt} -> {whipped/sour cream} (conf: 0.149, supp: 0.021, lift: 2.074, conv: 1.090)
{whipped/sour cream} -> {yogurt} (conf: 0.289, supp: 0.021, lift: 2.074, conv: 1.211)
{white bread} -> {whole milk} (conf: 0.406, supp: 0.017, lift: 1.588, conv: 1.253)
{white bread} -> {yogurt} (conf: 0.215, supp: 0.009, lift: 1.541, conv: 1.096)
{white wine} -> {whole milk} (conf: 0.139, supp: 0.003, lift: 0.544, conv: 0.865)
{white wine} -> {yogurt} (conf: 0.107, supp: 0.002, lift: 0.767, conv: 0.964)
{yogurt} -> {whole milk} (conf: 0.402, supp: 0.056, lift: 1.572, conv: 1.244)
{whole milk} -> {yogurt} (conf: 0.219, supp: 0.056, lift: 1.572, conv: 1.102)
{zwieback} -> {whole milk} (conf: 0.250, supp: 0.002, lift: 0.978, conv: 0.993)
{UHT-milk, other vegetables} -> {bottled water} (conf: 0.275, supp: 0.002, lift: 2.488, conv: 1.227)
{UHT-milk, bottled water} -> {other vegetables} (conf: 0.306, supp: 0.002, lift: 1.579, conv: 1.161)
{UHT-milk, soda} -> {bottled water} (conf: 0.373, supp: 0.003, lift: 3.378, conv: 1.419)
{UHT-milk, bottled water} -> {soda} (conf: 0.389, supp: 0.003, lift: 2.230, conv: 1.351)
{UHT-milk, rolls/buns} -> {other vegetables} (conf: 0.286, supp: 0.002, lift: 1.477, conv: 1.129)
{UHT-milk, other vegetables} -> {rolls/buns} (conf: 0.225, supp: 0.002, lift: 1.223, conv: 1.053)
{UHT-milk, root vegetables} -> {other vegetables} (conf: 0.354, supp: 0.002, lift: 1.830, conv: 1.249)
{UHT-milk, other vegetables} -> {root vegetables} (conf: 0.212, supp: 0.002, lift: 1.950, conv: 1.131)
{UHT-milk, soda} -> {other vegetables} (conf: 0.267, supp: 0.002, lift: 1.378, conv: 1.100)
{UHT-milk, other vegetables} -> {soda} (conf: 0.250, supp: 0.002, lift: 1.434, conv: 1.101)
{UHT-milk, tropical fruit} -> {other vegetables} (conf: 0.429, supp: 0.002, lift: 2.215, conv: 1.411)
{UHT-milk, other vegetables} -> {tropical fruit} (conf: 0.263, supp: 0.002, lift: 2.502, conv: 1.214)
{UHT-milk, yogurt} -> {other vegetables} (conf: 0.288, supp: 0.002, lift: 1.487, conv: 1.132)
{UHT-milk, other vegetables} -> {yogurt} (conf: 0.263, supp: 0.002, lift: 1.882, conv: 1.167)
{UHT-milk, yogurt} -> {rolls/buns} (conf: 0.329, supp: 0.002, lift: 1.787, conv: 1.216)
{UHT-milk, rolls/buns} -> {yogurt} (conf: 0.381, supp: 0.002, lift: 2.731, conv: 1.390)
{UHT-milk, soda} -> {root vegetables} (conf: 0.240, supp: 0.002, lift: 2.202, conv: 1.172)
{UHT-milk, root vegetables} -> {soda} (conf: 0.375, supp: 0.002, lift: 2.151, conv: 1.321)
{UHT-milk, yogurt} -> {tropical fruit} (conf: 0.260, supp: 0.002, lift: 2.480, conv: 1.210)
{UHT-milk, tropical fruit} -> {yogurt} (conf: 0.388, supp: 0.002, lift: 2.780, conv: 1.405)
{baking powder, whole milk} -> {bottled water} (conf: 0.209, supp: 0.002, lift: 1.889, conv: 1.124)
{baking powder, bottled water} -> {whole milk} (conf: 0.679, supp: 0.002, lift: 2.656, conv: 2.316)
{baking powder, whole milk} -> {citrus fruit} (conf: 0.198, supp: 0.002, lift: 2.390, conv: 1.143)
{baking powder, citrus fruit} -> {whole milk} (conf: 0.529, supp: 0.002, lift: 2.072, conv: 1.582)
{baking powder, whole milk} -> {domestic eggs} (conf: 0.209, supp: 0.002, lift: 3.291, conv: 1.184)
{baking powder, domestic eggs} -> {whole milk} (conf: 0.613, supp: 0.002, lift: 2.399, conv: 1.923)
{baking powder, other vegetables} -> {margarine} (conf: 0.236, supp: 0.002, lift: 4.032, conv: 1.232)
{baking powder, margarine} -> {other vegetables} (conf: 0.567, supp: 0.002, lift: 2.929, conv: 1.861)
{baking powder, whole milk} -> {margarine} (conf: 0.198, supp: 0.002, lift: 3.377, conv: 1.174)
{baking powder, margarine} -> {whole milk} (conf: 0.600, supp: 0.002, lift: 2.348, conv: 1.861)
{baking powder, rolls/buns} -> {other vegetables} (conf: 0.600, supp: 0.002, lift: 3.101, conv: 2.016)
{baking powder, other vegetables} -> {rolls/buns} (conf: 0.292, supp: 0.002, lift: 1.586, conv: 1.152)
{baking powder, root vegetables} -> {other vegetables} (conf: 0.714, supp: 0.003, lift: 3.692, conv: 2.823)
{baking powder, other vegetables} -> {root vegetables} (conf: 0.347, supp: 0.003, lift: 3.186, conv: 1.365)
{baking powder, tropical fruit} -> {other vegetables} (conf: 0.486, supp: 0.002, lift: 2.514, conv: 1.571)
{baking powder, other vegetables} -> {tropical fruit} (conf: 0.250, supp: 0.002, lift: 2.383, conv: 1.193)
{baking powder, whipped/sour cream} -> {other vegetables} (conf: 0.533, supp: 0.002, lift: 2.756, conv: 1.728)
{baking powder, other vegetables} -> {whipped/sour cream} (conf: 0.333, supp: 0.002, lift: 4.650, conv: 1.392)
{baking powder, whole milk} -> {other vegetables} (conf: 0.473, supp: 0.004, lift: 2.442, conv: 1.529)
{baking powder, other vegetables} -> {whole milk} (conf: 0.597, supp: 0.004, lift: 2.337, conv: 1.848)
{baking powder, yogurt} -> {other vegetables} (conf: 0.511, supp: 0.002, lift: 2.642, conv: 1.650)
{baking powder, other vegetables} -> {yogurt} (conf: 0.319, supp: 0.002, lift: 2.290, conv: 1.264)
{baking powder, whole milk} -> {rolls/buns} (conf: 0.242, supp: 0.002, lift: 1.314, conv: 1.076)
{baking powder, rolls/buns} -> {whole milk} (conf: 0.629, supp: 0.002, lift: 2.460, conv: 2.004)
{baking powder, whole milk} -> {root vegetables} (conf: 0.253, supp: 0.002, lift: 2.319, conv: 1.192)
{baking powder, root vegetables} -> {whole milk} (conf: 0.657, supp: 0.002, lift: 2.572, conv: 2.171)
{baking powder, whole milk} -> {tropical fruit} (conf: 0.220, supp: 0.002, lift: 2.095, conv: 1.147)
{baking powder, tropical fruit} -> {whole milk} (conf: 0.541, supp: 0.002, lift: 2.115, conv: 1.620)
{baking powder, whole milk} -> {whipped/sour cream} (conf: 0.286, supp: 0.003, lift: 3.986, conv: 1.300)
{baking powder, whipped/sour cream} -> {whole milk} (conf: 0.578, supp: 0.003, lift: 2.261, conv: 1.763)
{baking powder, yogurt} -> {whole milk} (conf: 0.711, supp: 0.003, lift: 2.783, conv: 2.577)
{baking powder, whole milk} -> {yogurt} (conf: 0.352, supp: 0.003, lift: 2.521, conv: 1.327)
{berries, other vegetables} -> {beef} (conf: 0.178, supp: 0.002, lift: 3.397, conv: 1.153)
{beef, berries} -> {other vegetables} (conf: 0.409, supp: 0.002, lift: 2.114, conv: 1.365)
{berries, whole milk} -> {beef} (conf: 0.181, supp: 0.002, lift: 3.451, conv: 1.157)
{beef, whole milk} -> {berries} (conf: 0.100, supp: 0.002, lift: 3.022, conv: 1.075)
{beef, berries} -> {whole milk} (conf: 0.477, supp: 0.002, lift: 1.868, conv: 1.424)
{bottled beer, other vegetables} -> {beef} (conf: 0.132, supp: 0.002, lift: 2.517, conv: 1.092)
{beef, other vegetables} -> {bottled beer} (conf: 0.108, supp: 0.002, lift: 1.344, conv: 1.031)
{beef, bottled beer} -> {other vegetables} (conf: 0.525, supp: 0.002, lift: 2.713, conv: 1.698)
{bottled beer, root vegetables} -> {beef} (conf: 0.189, supp: 0.002, lift: 3.611, conv: 1.169)
{beef, root vegetables} -> {bottled beer} (conf: 0.105, supp: 0.002, lift: 1.307, conv: 1.028)
{beef, bottled beer} -> {root vegetables} (conf: 0.450, supp: 0.002, lift: 4.128, conv: 1.620)
{bottled beer, whole milk} -> {beef} (conf: 0.104, supp: 0.002, lift: 1.991, conv: 1.058)
{beef, whole milk} -> {bottled beer} (conf: 0.100, supp: 0.002, lift: 1.248, conv: 1.022)
{beef, bottled beer} -> {whole milk} (conf: 0.525, supp: 0.002, lift: 2.055, conv: 1.567)
{beef, other vegetables} -> {bottled water} (conf: 0.119, supp: 0.002, lift: 1.073, conv: 1.009)
{beef, bottled water} -> {other vegetables} (conf: 0.377, supp: 0.002, lift: 1.949, conv: 1.295)
{bottled water, root vegetables} -> {beef} (conf: 0.156, supp: 0.002, lift: 2.970, conv: 1.122)
{beef, root vegetables} -> {bottled water} (conf: 0.140, supp: 0.002, lift: 1.270, conv: 1.035)
{beef, bottled water} -> {root vegetables} (conf: 0.393, supp: 0.002, lift: 3.610, conv: 1.469)
{beef, tropical fruit} -> {bottled water} (conf: 0.227, supp: 0.002, lift: 2.051, conv: 1.150)
{beef, bottled water} -> {tropical fruit} (conf: 0.279, supp: 0.002, lift: 2.656, conv: 1.241)
{beef, whole milk} -> {bottled water} (conf: 0.134, supp: 0.003, lift: 1.212, conv: 1.027)
{beef, bottled water} -> {whole milk} (conf: 0.459, supp: 0.003, lift: 1.796, conv: 1.376)
{beef, yogurt} -> {bottled water} (conf: 0.157, supp: 0.002, lift: 1.416, conv: 1.055)
{beef, bottled water} -> {yogurt} (conf: 0.295, supp: 0.002, lift: 2.115, conv: 1.221)
{brown bread, other vegetables} -> {beef} (conf: 0.103, supp: 0.002, lift: 1.968, conv: 1.057)
{beef, brown bread} -> {other vegetables} (conf: 0.432, supp: 0.002, lift: 2.232, conv: 1.419)
{brown bread, root vegetables} -> {beef} (conf: 0.180, supp: 0.002, lift: 3.431, conv: 1.156)
{beef, root vegetables} -> {brown bread} (conf: 0.105, supp: 0.002, lift: 1.623, conv: 1.045)
{beef, brown bread} -> {root vegetables} (conf: 0.409, supp: 0.002, lift: 3.753, conv: 1.508)
{brown bread, whole milk} -> {beef} (conf: 0.105, supp: 0.003, lift: 1.998, conv: 1.059)
{beef, whole milk} -> {brown bread} (conf: 0.124, supp: 0.003, lift: 1.918, conv: 1.068)
{beef, brown bread} -> {whole milk} (conf: 0.591, supp: 0.003, lift: 2.313, conv: 1.820)
{butter, other vegetables} -> {beef} (conf: 0.132, supp: 0.003, lift: 2.516, conv: 1.092)
{beef, other vegetables} -> {butter} (conf: 0.134, supp: 0.003, lift: 2.419, conv: 1.091)
{beef, butter} -> {other vegetables} (conf: 0.456, supp: 0.003, lift: 2.357, conv: 1.483)
{butter, rolls/buns} -> {beef} (conf: 0.167, supp: 0.002, lift: 3.177, conv: 1.137)
{beef, rolls/buns} -> {butter} (conf: 0.164, supp: 0.002, lift: 2.963, conv: 1.130)
{beef, butter} -> {rolls/buns} (conf: 0.386, supp: 0.002, lift: 2.098, conv: 1.329)
{butter, root vegetables} -> {beef} (conf: 0.228, supp: 0.003, lift: 4.352, conv: 1.228)
{beef, root vegetables} -> {butter} (conf: 0.170, supp: 0.003, lift: 3.060, conv: 1.137)
{beef, butter} -> {root vegetables} (conf: 0.509, supp: 0.003, lift: 4.668, conv: 1.814)
{butter, whole milk} -> {beef} (conf: 0.133, supp: 0.004, lift: 2.532, conv: 1.093)
{beef, whole milk} -> {butter} (conf: 0.172, supp: 0.004, lift: 3.108, conv: 1.141)
{beef, butter} -> {whole milk} (conf: 0.632, supp: 0.004, lift: 2.472, conv: 2.021)
{butter, yogurt} -> {beef} (conf: 0.188, supp: 0.003, lift: 3.574, conv: 1.166)
{beef, yogurt} -> {butter} (conf: 0.235, supp: 0.003, lift: 4.237, conv: 1.234)
{beef, butter} -> {yogurt} (conf: 0.474, supp: 0.003, lift: 3.396, conv: 1.635)
{cat food, whole milk} -> {beef} (conf: 0.195, supp: 0.002, lift: 3.724, conv: 1.178)
{beef, cat food} -> {whole milk} (conf: 0.500, supp: 0.002, lift: 1.957, conv: 1.489)
{chicken, other vegetables} -> {beef} (conf: 0.119, supp: 0.002, lift: 2.274, conv: 1.076)
{beef, other vegetables} -> {chicken} (conf: 0.108, supp: 0.002, lift: 2.523, conv: 1.073)
{beef, chicken} -> {other vegetables} (conf: 0.447, supp: 0.002, lift: 2.309, conv: 1.458)
{chicken, root vegetables} -> {beef} (conf: 0.159, supp: 0.002, lift: 3.028, conv: 1.127)
{beef, chicken} -> {root vegetables} (conf: 0.362, supp: 0.002, lift: 3.318, conv: 1.396)
{chicken, whole milk} -> {beef} (conf: 0.156, supp: 0.003, lift: 2.975, conv: 1.123)
{beef, whole milk} -> {chicken} (conf: 0.129, supp: 0.003, lift: 3.011, conv: 1.099)
{beef, chicken} -> {whole milk} (conf: 0.574, supp: 0.003, lift: 2.248, conv: 1.750)
{citrus fruit, other vegetables} -> {beef} (conf: 0.116, supp: 0.003, lift: 2.215, conv: 1.072)
{beef, other vegetables} -> {citrus fruit} (conf: 0.170, supp: 0.003, lift: 2.055, conv: 1.105)
{beef, citrus fruit} -> {other vegetables} (conf: 0.398, supp: 0.003, lift: 2.055, conv: 1.339)
{citrus fruit, rolls/buns} -> {beef} (conf: 0.158, supp: 0.003, lift: 3.003, conv: 1.125)
{beef, rolls/buns} -> {citrus fruit} (conf: 0.194, supp: 0.003, lift: 2.344, conv: 1.138)
{beef, citrus fruit} -> {rolls/buns} (conf: 0.313, supp: 0.003, lift: 1.703, conv: 1.188)
{citrus fruit, root vegetables} -> {beef} (conf: 0.218, supp: 0.004, lift: 4.163, conv: 1.212)
{beef, root vegetables} -> {citrus fruit} (conf: 0.222, supp: 0.004, lift: 2.685, conv: 1.179)
{beef, citrus fruit} -> {root vegetables} (conf: 0.458, supp: 0.004, lift: 4.200, conv: 1.643)
{citrus fruit, tropical fruit} -> {beef} (conf: 0.102, supp: 0.002, lift: 1.945, conv: 1.055)
{beef, tropical fruit} -> {citrus fruit} (conf: 0.267, supp: 0.002, lift: 3.222, conv: 1.251)
{beef, citrus fruit} -> {tropical fruit} (conf: 0.241, supp: 0.002, lift: 2.296, conv: 1.179)
{citrus fruit, whole milk} -> {beef} (conf: 0.130, supp: 0.004, lift: 2.478, conv: 1.089)
{beef, whole milk} -> {citrus fruit} (conf: 0.187, supp: 0.004, lift: 2.255, conv: 1.128)
{beef, citrus fruit} -> {whole milk} (conf: 0.470, supp: 0.004, lift: 1.839, conv: 1.404)
{beef, yogurt} -> {citrus fruit} (conf: 0.165, supp: 0.002, lift: 1.996, conv: 1.099)
{beef, citrus fruit} -> {yogurt} (conf: 0.229, supp: 0.002, lift: 1.641, conv: 1.116)
{coffee, whole milk} -> {beef} (conf: 0.125, supp: 0.002, lift: 2.383, conv: 1.083)
{beef, whole milk} -> {coffee} (conf: 0.110, supp: 0.002, lift: 1.895, conv: 1.058)
{beef, coffee} -> {whole milk} (conf: 0.622, supp: 0.002, lift: 2.433, conv: 1.968)
{cream cheese , whole milk} -> {beef} (conf: 0.130, supp: 0.002, lift: 2.471, conv: 1.089)
{beef, whole milk} -> {cream cheese } (conf: 0.100, supp: 0.002, lift: 2.534, conv: 1.068)
{beef, cream cheese } -> {whole milk} (conf: 0.568, supp: 0.002, lift: 2.221, conv: 1.722)
{cream cheese , yogurt} -> {beef} (conf: 0.148, supp: 0.002, lift: 2.812, conv: 1.112)
{beef, yogurt} -> {cream cheese } (conf: 0.157, supp: 0.002, lift: 3.947, conv: 1.139)
{beef, cream cheese } -> {yogurt} (conf: 0.486, supp: 0.002, lift: 3.487, conv: 1.676)
{curd, other vegetables} -> {beef} (conf: 0.124, supp: 0.002, lift: 2.368, conv: 1.082)
{beef, other vegetables} -> {curd} (conf: 0.108, supp: 0.002, lift: 2.032, conv: 1.062)
{beef, curd} -> {other vegetables} (conf: 0.457, supp: 0.002, lift: 2.359, conv: 1.484)
{curd, root vegetables} -> {beef} (conf: 0.196, supp: 0.002, lift: 3.741, conv: 1.179)
{beef, root vegetables} -> {curd} (conf: 0.123, supp: 0.002, lift: 2.305, conv: 1.079)
{beef, curd} -> {root vegetables} (conf: 0.457, supp: 0.002, lift: 4.188, conv: 1.639)
{curd, whole milk} -> {beef} (conf: 0.101, supp: 0.003, lift: 1.928, conv: 1.054)
{beef, whole milk} -> {curd} (conf: 0.124, supp: 0.003, lift: 2.335, conv: 1.081)
{beef, curd} -> {whole milk} (conf: 0.565, supp: 0.003, lift: 2.212, conv: 1.712)
{curd, yogurt} -> {beef} (conf: 0.124, supp: 0.002, lift: 2.354, conv: 1.081)
{beef, yogurt} -> {curd} (conf: 0.183, supp: 0.002, lift: 3.427, conv: 1.158)
{beef, curd} -> {yogurt} (conf: 0.457, supp: 0.002, lift: 3.273, conv: 1.583)
{domestic eggs, other vegetables} -> {beef} (conf: 0.151, supp: 0.003, lift: 2.872, conv: 1.116)
{beef, other vegetables} -> {domestic eggs} (conf: 0.170, supp: 0.003, lift: 2.681, conv: 1.129)
{beef, domestic eggs} -> {other vegetables} (conf: 0.559, supp: 0.003, lift: 2.891, conv: 1.830)
{domestic eggs, rolls/buns} -> {beef} (conf: 0.117, supp: 0.002, lift: 2.228, conv: 1.073)
{beef, rolls/buns} -> {domestic eggs} (conf: 0.134, supp: 0.002, lift: 2.117, conv: 1.082)
{beef, domestic eggs} -> {rolls/buns} (conf: 0.305, supp: 0.002, lift: 1.659, conv: 1.174)
{domestic eggs, root vegetables} -> {beef} (conf: 0.163, supp: 0.002, lift: 3.109, conv: 1.132)
{beef, root vegetables} -> {domestic eggs} (conf: 0.135, supp: 0.002, lift: 2.120, conv: 1.082)
{beef, domestic eggs} -> {root vegetables} (conf: 0.390, supp: 0.002, lift: 3.576, conv: 1.460)
{domestic eggs, whole milk} -> {beef} (conf: 0.125, supp: 0.004, lift: 2.391, conv: 1.083)
{beef, whole milk} -> {domestic eggs} (conf: 0.177, supp: 0.004, lift: 2.790, conv: 1.138)
{beef, domestic eggs} -> {whole milk} (conf: 0.627, supp: 0.004, lift: 2.454, conv: 1.997)
{frankfurter, other vegetables} -> {beef} (conf: 0.154, supp: 0.003, lift: 2.941, conv: 1.120)
{beef, other vegetables} -> {frankfurter} (conf: 0.129, supp: 0.003, lift: 2.185, conv: 1.080)
{beef, frankfurter} -> {other vegetables} (conf: 0.532, supp: 0.003, lift: 2.749, conv: 1.723)
{beef, rolls/buns} -> {frankfurter} (conf: 0.134, supp: 0.002, lift: 2.278, conv: 1.087)
{beef, frankfurter} -> {rolls/buns} (conf: 0.383, supp: 0.002, lift: 2.082, conv: 1.323)
{frankfurter, whole milk} -> {beef} (conf: 0.144, supp: 0.003, lift: 2.736, conv: 1.106)
{beef, whole milk} -> {frankfurter} (conf: 0.139, supp: 0.003, lift: 2.353, conv: 1.093)
{beef, frankfurter} -> {whole milk} (conf: 0.617, supp: 0.003, lift: 2.415, conv: 1.944)
{frankfurter, yogurt} -> {beef} (conf: 0.164, supp: 0.002, lift: 3.119, conv: 1.133)
{beef, yogurt} -> {frankfurter} (conf: 0.157, supp: 0.002, lift: 2.654, conv: 1.116)
{beef, frankfurter} -> {yogurt} (conf: 0.383, supp: 0.002, lift: 2.745, conv: 1.395)
{frozen vegetables, other vegetables} -> {beef} (conf: 0.120, supp: 0.002, lift: 2.287, conv: 1.077)
{beef, other vegetables} -> {frozen vegetables} (conf: 0.108, supp: 0.002, lift: 2.251, conv: 1.067)
{beef, frozen vegetables} -> {other vegetables} (conf: 0.467, supp: 0.002, lift: 2.412, conv: 1.512)
{frozen vegetables, whole milk} -> {beef} (conf: 0.109, supp: 0.002, lift: 2.086, conv: 1.064)
{beef, whole milk} -> {frozen vegetables} (conf: 0.105, supp: 0.002, lift: 2.189, conv: 1.064)
{beef, frozen vegetables} -> {whole milk} (conf: 0.489, supp: 0.002, lift: 1.913, conv: 1.457)
{fruit/vegetable juice, other vegetables} -> {beef} (conf: 0.121, supp: 0.003, lift: 2.302, conv: 1.078)
{beef, other vegetables} -> {fruit/vegetable juice} (conf: 0.129, supp: 0.003, lift: 1.783, conv: 1.065)
{beef, fruit/vegetable juice} -> {other vegetables} (conf: 0.500, supp: 0.003, lift: 2.584, conv: 1.613)
{fruit/vegetable juice, root vegetables} -> {beef} (conf: 0.186, supp: 0.002, lift: 3.554, conv: 1.165)
{beef, root vegetables} -> {fruit/vegetable juice} (conf: 0.129, supp: 0.002, lift: 1.780, conv: 1.065)
{beef, fruit/vegetable juice} -> {root vegetables} (conf: 0.440, supp: 0.002, lift: 4.037, conv: 1.591)
{beef, whole milk} -> {fruit/vegetable juice} (conf: 0.115, supp: 0.002, lift: 1.588, conv: 1.048)
{beef, fruit/vegetable juice} -> {whole milk} (conf: 0.480, supp: 0.002, lift: 1.879, conv: 1.432)
{beef, yogurt} -> {fruit/vegetable juice} (conf: 0.148, supp: 0.002, lift: 2.045, conv: 1.089)
{beef, fruit/vegetable juice} -> {yogurt} (conf: 0.340, supp: 0.002, lift: 2.437, conv: 1.304)
{hamburger meat, other vegetables} -> {beef} (conf: 0.154, supp: 0.002, lift: 2.943, conv: 1.121)
{beef, other vegetables} -> {hamburger meat} (conf: 0.108, supp: 0.002, lift: 3.256, conv: 1.084)
{beef, hamburger meat} -> {other vegetables} (conf: 0.568, supp: 0.002, lift: 2.933, conv: 1.865)
{hamburger meat, rolls/buns} -> {beef} (conf: 0.200, supp: 0.002, lift: 3.812, conv: 1.184)
